PLANTID,TÊN KHOA HỌC,TÊN GỌI,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0561,Philodendron Imperial Golden,Cây trầu bà đế vương vàng,"• Cỡ nhỏ: Cao 30cm – Tán 25cm
• Cỡ trung: Cao 40cm – Tán 35cm
• Cỡ lớn: Cao 50cm – Tán 45cm",Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Vừa phải , 2 – 3 lần/tuần",,,,,,,
CCNPLT0562,Caladium White Queen,• Môn Nữ Hoàng,"• Kích thước lá: 10 – 20cm
• Chiều cao: 30 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0563,Philodendron Imperial Golden,Cây trầu bà đế vương vàng,"• Cỡ nhỏ: Cao 25cm – Tán 25cm
• Cỡ trung: Cao 35cm – Tán 35cm
• Cỡ lớn: Cao 45cm – Tán 45cm",Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Vừa phải , 2 – 3 lần/tuần",,,,,,,
CCNPLT0564,Caladium Desert Sunset,"• Caladium Sunset
• Môn Hoàng Hôn",,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0565,Ficus lyrata,Cây bàng Singapore,Chiều cao 80 ~ 100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0566,Caladium Hilo Beauty,"• Môn rằn ri
• Môn lính",,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0567,Caladium Frog in a Blender,• Caladium Frog,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0568,Caladium Danasty,• Môn đỏ,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 25 – 35 cm,,,,,,
CCNPLT0569,Calathea leopardina,Đuôi công đốm xanh,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,"• Vừa phải (2 lần/tuần)
• Đất trồng thông thoáng",,,,,,,
CCNPLT0570,Sansevieria trifasciata Futura Superba,Cây lưỡi Thái,Chiều cao: 40 cm – Tán 20 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới ít (1 lần/tuần),,,,,,,
CCNPLT0571,Caladium Aaron,• Caladium Aaron,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",Chiều cao 30 – 40 cm,,,,,,
CCNPLT0572,Sansevieria trifasciata Hahnii Green,Cây lưỡi mèo Thái xanh,"• Chiều cao: 10 cm – Tán 15 cm
• Số lượng: 4 Thân",Dễ chăm sóc,Ánh sáng tán xạ / Chịu được khuất sáng,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0573,Sansevieria Black Golden Hahnii,Cây lưỡi hổ Thái xanh,Chiều cao: 10 cm – Tán 15 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới ít (1 lần/tuần),,,,,,,
CCNPLT0574,Sansevieria trifasciata Golden Hahnii,Cây lưỡi hổ Thái vàng mini,Chiều cao: 10 cm – Tán 15 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới ít (1 lần/tuần),,,,,,,
CCNPLT0575,Sansevieria trifasciata Gold Flame,Cây lưỡi hổ hoàng kim,Chiều cao: 60 cm – Tán 35 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới ít (1 lần/tuần),,,,,,,
CCNPLT0576,Caladium Strawberry Star,"• Môn Dâu
• Strawberry Star","• Size nhỏ: Cao 10 cm – 15 cm
• Size trung: Cao 20 cm – 25 cm
• Size lớn: Cao 25 cm – 35 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0577,Philodendron hederaceum Micans,"• Trầu bà tim nâu
• Trầu bà Micans",Dài: 30 – 40 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0578,Philodendron scandens Brazil,Trầu bà Brazil,Chiều cao: 25 – 30 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0579,Philodendron scandens,Trầu bà tim xanh,Chiều cao: 30 – 40cm,Dễ chăm sóc,Ánh sáng tán xạ,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0580,Pachira aquatica,"• Cây kim ngân
• Money Tree
• Money Plant",Chiều cao: 50cm,Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0581,Sansevieria trifasciata Laurentii,Cây lưỡi hổ,Chiều cao: 60 cm – Tán 35 cm,Dễ chăm sóc,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm,Tưới ít (1 lần/tuần),,,,,,,
CCNPLT0582,Alocasia Pink Dragon,"• Môn Rồng Hồng
• Pink Dragon","• Size nhỏ: Lá 5 cm – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0583,Alocasia Baginda Dragon Scale,"• Alocasia Dragon Scale
• Môn Rồng xanh","• Size nhỏ: Lá 5 cm – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0584,Cedrus,Cây tuyết tùng,Chiều cao 150 – 160cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0585,Cedrus,Cây tuyết tùng,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0586,Cedrus,Cây tuyết tùng,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0587,Cedrus,Cây tuyết tùng,Chiều cao 30 – 40cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0588,Cedrus,Cây tuyết tùng,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0589,Cedrus,Cây tuyết tùng,Chiều cao 140 – 150cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0590,Cedrus,Cây tuyết tùng,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0591,Cedrus,Cây tuyết tùng,Cao 15-20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0592,Cedrus,Cây tuyết tùng,Cao 15-20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0593,Cedrus,Cây tuyết tùng,Cao 15-20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0594,Cedrus,Cây tuyết tùng,Cao 15-20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0595,Ardisia crenata,Kim ngân lượng,Chiều cao tổng: 100 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0596,Ardisia crenata,Kim ngân lượng,Chiều cao tổng: 80 – 90 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0597,Ardisia crenata,Kim ngân lượng,"Kích thước chậu: 22×22 cm
Chiều cao tổng: 90 – 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0598,Ardisia crenata,Kim ngân lượng,"Kích thước chậu: 22×22 cm
Chiều cao tổng: 90 – 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0599,,Cây Thiết Mộc Lan,,,,,,,,,,,
CCNPLT0600,,Cây Ngọc Bích,,,,,,,,,,,
CCNPLT0601,Chamaedorea elegans,Cau tiểu trâm,Chiều cao: 10 cm,Dễ chăm sóc,Ánh sáng tán xạ,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0602,Schefflera heptaphylla,Cây ngũ gia bì,,Dễ chăm sóc,Nắng tán xạ,Tưới nước 2 – 3 lần/tuần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0603,Zamioculcas zamiifolia,Cây kim tiền / Cây kim phát tài,Chiều cao 20 – 30cm,Dễ chăm sóc,Nắng tán xạ hoặc trực tiếp,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0604,Pachira aquatica,Cây kim ngân,Chiều cao 40cm,Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0605,,Cây đuôi công,,Trung bình,Nắng tán xạ / Chịu râm mát,Tưới nước 4 – 5 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0606,Calathea roseopicta Crimson,Cây đuôi công hồng,,Trung bình,Nắng tán xạ / Chịu râm mát,"Ít nước, 2 – 3 lần/tuần",Chiều cao 20 – 30 cm,,,,,,
CCNPLT0607,Aglaonema Lady Valentine,Cây vạn lộc,Cao 40 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0608,Zamioculcas zamiifolia,Cây Kim Tiền,,Dễ chăm sóc,Nắng tán xạ,Thay nước 1 tháng/lần,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0609,Spathiphyllum wallisii,Cây Lan Ý,,Rất dễ chăm sóc,Nắng tán xạ,Thay nước định kỳ 1 – 2 tháng/lần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0610,Aglaonema Snow White,Cây ngọc ngân,Chiều cao 40 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0611,Schefflera heptaphylla,Cây ngũ gia bì,,Dễ chăm sóc,Nắng tán xạ,Thay nước 2 – 3 lần/tháng,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0612,Aglaonema Siam Aurora,Cây phú quý viền đỏ,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0613,Dieffenbachia Camilla,Cây sao sáng,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 50 cm,,,,,,
CCNPLT0614,Epipremnum aureum,Cây Trầu Bà Xanh,,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 1 tháng/lần,Chiều cao tổng 30 – 35 cm,,,,,,
CCNPLT0615,Sansevieria trifasciata Futura Superba,Cây lưỡi hổ,Cao 30 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0616,Radermachera Sinica,Cây hạnh phúc,Cao 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0617,,Cây hạnh phúc,,,,,,,,,,,
CCNPLT0618,Callisia Repens “Pink Lady”,Callisia Repens,,,,,,,,,,,
CCNPLT0619,Ardisia crenata,Kim ngân lượng,"Kích thước chậu: 22×22 cm
Chiều cao tổng: 90 – 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0620,Epipremnum Aureum,Cây Trầu Bà,,Dễ chăm sóc,"Nắng tán xạ, bóng râm","Ít nước, 2 – 3 lần/tuần",Cao 150 – 160 cm,,,,,Có khả năng hấp thu chất độc hại,
CCNPLT0621,Satin Pothos,Hoàng Tâm Diệp,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0622,Sansevieria trifasciata Moonshine,Cây Trầu Bà Lụa,Chiều cao: 40cm – Tán: 15cm,Rất dễ chăm sóc,"• Ánh nắng trực tiếp
• Ánh sáng tán xạ
• Dưới bóng râm","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0623,,"• Lưỡi hổ bạc
• Lưỡi hổ bạch kim",,,,,,,,,,,
CCNPLT0624,,Tùng Vạn Niên,,,,,,,,,,,
CCNPLT0625,,Cây Lá Bạc ,,,,,,,,,,,
CCNPLT0626,Philodendron Hastatum,Kiếm bạc,Cao 22 cm – Tán: 22 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0627,Philodendron Gloriosum,Gloriosum,"• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0628,,Philodendron Brandtianum,,,,,,,,,,,
CCNPLT0629,,Philodendron Bob Cee,,,,,,,,,,,
CCNPLT0630,Philodendron Birkin,Trầu bà kim cương,Chiều cao 35 – 40 cm,Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0631,,Lá Hột Xoàn,,,,,,,,,,,
CCNPLT0632,,Cây Bướm Đêm,,,,,,,,,,,
CCNPLT0633,Monstera Deliciosa,"• Trầu bà lá xẻ
• Trầu bà Nam Mỹ
• Trầu bà Monstera
• Monstera Deliciosa","• Kích thước lá: 15 – 30cm
• Chiều cao: 50 – 60cm",Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0634,Monstera adansonii,Cây trầu bà lỗ,,Vừa phải,Nắng tán xạ / Bóng râm,"Tưới nước, 4 – 5 lần/tuần",Chiều cao 30 – 40 cm,,,,,,
CCNPLT0635,Maranta leuconeura ‘massangeana’,Cây cầu nguyên,Đường kính tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0636,,Maranta Leuconeura Kerchoviana‬ Variegata,,,,,,,,,,,
CCNPLT0637,Maranta leuconeura kerchoveana,Đuôi công đốm xanh,Chiều cao: 20cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0638,,Cây Đuôi Công,,,,,,,,,,,
CCNPLT0639,Maranta Lemon Lime,Cây cầu nguyên,Đường kính tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0640,,Maranta Arundinacea Variegata,,,,,,,,,,,
CCNPLT0641,,Dương Xỉ Tóc Thần Lá Nhuyễn,,,,,,,,,,,
CCNPLT0642,,Kaempferia Pulchra,,,,,,,,,,,
CCNPLT0643,Ficus Elastica Tineke,Đa búp đỏ cẩm thạch,Chiều cao 10 – 15cm,Rất dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0644,Ficus elastica,Đa búp đỏ,Chiều cao 20 – 25 cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0645,Calathea Makoyana,"• Cây đuôi công đốm
• Cây đuôi công","• Cỡ nhỏ: Cao 22 cm – Tán: 22 cm
• Cỡ trung: Cao 32 cm – Tán: 28 cm
• Cỡ lớn: Cao 45 – Tán: 40cm",Rất dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0646,,Cây Khuynh Diệp Ánh Bạc,,,,,,,,,,,
CCNPLT0647,,Cây Chuỗi Tim ,,,,,,,,,,,
CCNPLT0648,Crispy Wave Fern,Cây dương xỉ tổ chim,Chiều cao 30 ~ 40 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0649,Calathea Warscewiczii,Cây đuôi công,,Trung bình,Nắng tán xạ / Chịu râm mát,Tưới nước 5 – 6 lần/tuần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0650,Calathea Thai Beauty,Cây Đuôi Công Calathea,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0651,Calathea roseopicta Dottie,Cây đuôi công tím,,Trung bình,"Nắng tán xạ, chịu râm mát",4 – 5 lần/tuần,Chiều cao 10 – 20 cm,,,,,,
CCNPLT0652,Calathea roseopicta Cora,Cây Đuôi Công,,Trung bình,Nắng tán xạ / Chịu râm mát,Tưới nước 4 – 5 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0653,Calathea Roseopicta ‘Marion’,Cây đuôi công,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Chiều cao 40 -–50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0654,Calathea Musaica,Cây đuôi công ‘Network’,,Vừa phải,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 20 – 25 cm,,,,,,
CCNPLT0655,Calathea Makoyana,"• Cây đuôi công đốm
• Cây đuôi công","• Cỡ nhỏ: Cao 22 cm – Tán: 22 cm
• Cỡ trung: Cao 32 cm – Tán: 28 cm
• Cỡ lớn: Cao 45 – Tán: 40cm",Rất dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0656,Calathea Lancifolia,Cây đuôi phụng,"• Kích thước lá: 10 – 20cm
• Chiều cao: 25 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Ít nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0657,Calathea Fasciata Borrusica,Cây Đuôi Công,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0658,Calathea Compact Star,Cây Đuôi Công,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0659,Calathea Bella Carlina,Cây Đuôi Công,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0660,Caladium White Christmas,• Môn Giáng Sinh,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 30 – 40 cm,,,,,,
CCNPLT0661,,Cây Môn Tía,,,,,,,,,,,
CCNPLT0662,Begonia Maculata Wightii,Cây thu hải đường cánh thiên thần,Chiều cao: 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0663,Alocasia Micholitziana Frydek,"• Môn nhung lá xanh
• Alocasia Frydek","• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0664,Alocasia Reginula Black Velvet,"• Alocasia Black Velvet
• Môn nhung lá đen","• Size nhỏ: Lá 5 cm – 8 cm
• Size vừa: Lá 9 cm – 12 cm
• Size lớn : Lá 13 cm – 17cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0665,Alocasia Baginda Silver Dragon,"• Môn Rồng Bạc
• Alocasia Baginda
• Silver Dragon","• Size nhỏ : Lá 5 cm – 8 cm
• Size trung: Lá 8 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung Bình,"• Ánh sáng tán xạ
• Tránh ánh nắng trực tiếp","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0666,Aglaonema Lady Valentine,Cây vạn lộc,Cao 20 – 30 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
CCNPLT0667,Alocasia Amazonica Polly,"• Alocasia Polly
• Môn Quan Âm","• Size nhỏ: Lá 5 cm – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0668,,Cây Hoa Sen,,,,,,,,,,,
CCNPLT0669,Echinodorus cordifolius,Cây Thủy Cúc,,Dễ,"Nắng tán xạ, tránh nắng trực tiếp","Nhiều nước, 4 – 5 lần/tuần",Cao 40 – 60 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0670,,Cây Lẻ Bạn,,,,,,,,,,,
CCNPLT0671,Cordyline terminalis Kanth,Huyết phất dụ,Chiều cao 30 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0672,Scheffera Octophylla,Ngũ gia bì cẩm thạch,Chiều cao ~80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0673,Monstera adansonii,Cây Trầu Bà Lỗ,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0674,Cryptanthus Fosterianus Elaine,Cây dứa hồng phụng / Lưỡi rồng,Chiều cao 20 – 30 cm,Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0675,Licuala grandis,Cây cọ Nhật / Kè Nhật,Chiều cao: 60 – 80 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0676,Dracaena reflexa,Cây trúc bách hợp,,Rất dễ,Cần nhiều ánh sáng; Nắng trực tiếp; Bóng râm,"• Ít tưới, 1 – 2 lần/tuần
• Chịu được hạn",Chiều cao: 80 – 100cm,,,,,,
CCNPLT0677,,Cây Phát Tài Đài Loan,,,,,,,,,,,
CCNPLT0678,,Cây Cung Điện Vàng,,,,,,,,,,,
CCNPLT0679,Ficus lyrata,Cây bàng Singapore / Sung tỳ bà,,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,"Ít nước, 2 – 3 lần/tuần","Kích thước chậu: 30×40
Chiều cao tổng 160 – 180 cm",,,,,,
CCNPLT0680,,Cây Phát Tài Huy Hoàng/ Phát Tài Núi,,,,,,,,,,,
CCNPLT0681,Asplenium nidus,Ráng ổ phụng,Chiều cao: 35cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0682,,Cây Lan Thanh,,,,,,,,,,,
CCNPLT0683,,Cây Ngân Hậu,,,,,,,,,,,
CCNPLT0684,Zamioculcas zamiifolia,Cây kim tiền / Cây kim phát tài,Chiều cao 40 – 50cm,Dễ chăm sóc,Nắng tán xạ hoặc trực tiếp,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0685,,Cây Lan Tim Nhí/ Cây Khúc Thủy,,,,,,,,,,,
CCNPLT0686,,Cây phát tài khúc,,,,,,,,,,,
CCNPLT0687,,Cây Trúc Nhật Vàng,,,,,,,,,,,
CCNPLT0688,Peperomia obtusifolia var,Cây trường sinh cẩm thạch,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 12x11cm (DxC)
• Chiều cao 20 – 30 cm",,,,,,
CCNPLT0689,Zamioculcas zamiifolia,Cây kim tiền,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",Chiều cao 30 – 40 cm,,,,,,
CCNPLT0690,Zamioculcas zamiifolia,Cây kim tiền,Chiều cao 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0691,,Cây Rau Má Kiểng/ Cỏ Đồng Tiền,,,,,,,,,,,
CCNPLT0692,Aglaonema Red Siam,Phú quý đỏ,,Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0693,Aglaonema Snow White,Cây ngọc ngân,Chiều cao: 20 – 30cm,Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0694,,Cây ngọc ngân,,,,,,,,,,,
CCNPLT0695,Anthurium andreanum,Cây hồng môn,Chiều cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
CCNPLT0696,,Cây Hoa Lan Quân Tử,,,,,,,,,,,
