PLANTID,CODE,URL,TIÊU ĐỀ,TÊN KHOA HỌC,TÊN GỌI,GIÁ,MÔ TẢ,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0153,NTMX016,https://mowgarden.com/chau-cay-noi-that-mix-hanh-phuc-van-loc-ngoc-ngan-thuong-xuan-ntmx016/,"Chậu cây nội thất mix hạnh phúc, vạn lộc, ngọc ngân, thường xuân NTMX016",,Cây hạnh phúc / vạn lộc / ngọc ngân / thường xuân,1250000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Hạnh Phúc, Vạn lộc, Ngọc ngân, Thường Xuân thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc làm quà tặng.","• Kích thước chậu: 32×52 cm (DxC)
• Chiều cao tổng: 100 – 110 cm",Dễ chăm sóc,Nắng tán xạ / Ít nắng,Tưới nước 2 – 3 lần/tuần,,,Xi măng nhẹ,Màu trắng / Xanh dương / Vàng 24k,,,
CCNPLT0154,LIVI004,https://mowgarden.com/cay-co-la-xe-mini-de-ban-chau-dat-nung-livi004/,Cây cọ lá xẻ mini để bàn chậu đất nung LIVI004,Livistona chinensis,Cọ lá xẻ,85000,"Cây cọ nhật là loại cây trong nhà có kiểu lá xòe rộng như những cánh quạt, giúp trang trí không gian thêm xanh mát. Nó còn là loại cây phong thủy tượng trưng cho sự giàu sang và tiền tài nên rất đáng trồng trên bàn làm việc.","• Kích thước chậu: 14x14cm (DxC)
• Chiều cao chậu + cây: 25cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0155,MONS002,https://mowgarden.com/cay-trau-ba-nam-my-monstera-chau-uom-mons002/,Cây trầu bà Nam Mỹ Monstera chậu ươm MONS002,Monstera Borsiagana,Trầu bà Nam Mỹ,450000,"Cây trầu bà Nam Mỹ được xem là một loài cây kiểng lá “quốc dân”, được ưu chuộng khắp nơi trên thế giới. Nhờ sở hữu một bộ lá ấn tượng, trang nhã và sang trong mà chúng luôn trở thành tâm điểm điểm của những hình ảnh đại diện cho các nhãn hàng, thương hiệu cho tới cá nhân trên các trang mạng xã hội.","• Kích thước lá: 15 – 30cm
• Chiều cao: 50 – 60cm",Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0156,AGIG002,https://mowgarden.com/cay-tieu-bach-ma-hoang-tu-ivy-green-chau-uom-agig002/,Cây tiểu bạch mã hoàng tử ‘Ivy Green’ chậu ươm AGIG002,Aglaonema ‘Ivy Green’,Cây tiểu bạch mã hoàng tử,160000,"Cô tòng đuôi lươn sở hữu bộ lá nhiều màu sắc rực rỡ, cùng những đường viền hoa văn độc đáo, chúngthường được trồng trang trí cho bồn hoa, ban công hoặc trước hiên nhà. Loại cây này đôi lúc được trồng trong nhà, nhưng đòi hỏi phải trồng nơi có nhiều ánh sáng, gần cửa sổ.","• Kích thước tán: 20 – 25cm
• Chiều cao: 30 – 35 cm",Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0157,AGWL001,https://mowgarden.com/cay-giu-tien-white-lance-chau-uom-agwl001/,Cây giữ tiền ‘White Lance’ chậu ươm AGWL001,Aglaonema ‘White Lance’,Cây giữ tiền,120000,"Cây giữ tiền là một trong các loại cây dễ chăm sóc mà vẫn luôn xanh tươi quanh năm, nhờ đó mà gia chủ không mất nhiều thời gian chăm sóc. Trong phong thủy, khi đặt Cây Giữ Tiền trong nhà sẽ mang lại ý nghĩa giúp tăng tài lộc, giữ gìn của cải trong nhà.",Chiều cao: 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0158,NTMX015,https://mowgarden.com/chau-cay-noi-that-mix-dai-phu-gia-van-loc-ngoc-ngan-may-man-ntmx015/,"Chậu cây nội thất mix đại phú gia, vạn lộc, ngọc ngân, may mắn NTMX015",,Cây đại phú gia / Vạn lộc / Ngọc ngân / May mắn,1250000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Đại Phú Gia, Vạn lộc, Ngọc ngân, May Mắn thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc làm quà tặng.","• Kích thước chậu: 32×52 cm (DxC)
• Chiều cao tổng: 100 – 110 cm",Dễ chăm sóc,Nắng tán xạ / Ít nắng,Tưới nước 2 – 3 lần/tuần,,,Xi măng nhẹ,Màu đen,,,
CCNPLT0159,MONS105,https://mowgarden.com/cay-trau-ba-nam-my-monstera-borsigiana-chau-su-mons105/,Cây trầu bà Nam Mỹ Monstera ‘Borsigiana’ chậu sứ MONS105,Monstera Borsigiana,Trầu bà Nam Mỹ,750000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","• Kích thước chậu: 25x25cm (DxC)
• Chiều cao tổng: 60 – 70 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0160,RADE019,https://mowgarden.com/cay-hanh-phuc-mot-than-nho-chau-uom-rade019/,Cây hạnh phúc một thân nhỏ chậu ươm RADE019,Radermachera Sinica,Cây hạnh phúc,320000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.",Kích thước cây: 70 – 80 (cm),Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0161,NTMX014,https://mowgarden.com/chau-cay-noi-that-mix-luoi-ho-van-loc-ngoc-ngan-trau-ba-ntmx014/,"Chậu cây nội thất mix lưỡi hổ, vạn lộc, ngọc ngân, trầu bà NTMX014",,Cây lưỡi hổ / Vạn lộc / Ngọc ngân / Phú quý,1050000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Lưỡi hổ, Vạn lộc, Ngọc ngân, May Mắn thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc làm quà tặng.","• Kích thước chậu: 32×52 cm (DxC)
• Chiều cao tổng: 100 – 120 cm",Dễ chăm sóc,Nắng tán xạ / Ít nắng,Tưới nước 2 – 3 lần/tuần,,,Xi măng nhẹ,Màu vàng / Xanh dương / Trắng,,,
CCNPLT0162,NTMX011,https://mowgarden.com/chau-cay-noi-that-mix-dai-phu-gia-do-la-may-man-ntmx011/,"Chậu cây nội thất mix đại phú gia, đô la, may mắn NTMX011",,Cây đại phú gia / Đô la / May mắn,1400000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Đại Phú Gia, Đô La, May Mắn thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc làm quà tặng.","• Kích thước chậu: 32×52 cm (DxC)
• Chiều cao tổng: 100 – 120 cm",Dễ chăm sóc,Nắng tán xạ / Ít nắng,Tưới nước 2 – 3 lần/tuần,,,Xi măng đá mài,Màu đen,,,
CCNPLT0163,ELAS005,https://mowgarden.com/cay-da-bup-do-chau-dat-nung-heli001/,Cây đa búp đỏ chậu đất nung ELAS005,Ficus elastica,Đa búp đỏ,440000,"Đa Búp Đỏ là loại cây có sức sống mãnh liệt, nó tượng trưng sự vươn lên mạnh mẽ, trường tồn và hạnh phúc. Không chỉ mang lại điểm nhấn xanh cho không gian sống, Đa Búp Đỏ còn còn mang lại ý nghĩa rất tốt trong phong thủy, giúp gia đình hòa thuận, mọi việc thuận lợi.",Chiều cao: 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0164,HELI001,https://mowgarden.com/cay-chuoi-mo-ket-cam-thach-chau-uom-heli001/,Cây chuối mỏ két cẩm thạch chậu ươm HELI001,Heliconia Psittacorum Variegated ‘Lady Di’,Cây chuối mỏ két đỏ / Thiên điểu cẩm thạch,110000,"Chuối mỏ két cẩm thạch là loài cây nhiệt đới có hoa và bộ lá tươi sáng, thích hợp trồng trang trí sân vườn, ban công hoặc sân thượng. Loài cây này có đặc điểm sống trong râm mát nên cũng có thể đặt trang trí trong nhà rất đẹp mắt.",Chiều cao: 50 – 70 cm,Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0165,LYRA040,https://mowgarden.com/cay-bang-singapore-chau-xi-mang-da-mai-lyra040/,Cây bàng Singapore chậu xi măng đá mài LYRA040,Ficus lyrata,Cây bàng Singapore,370000,"Cây Bàng Singapore là loại cây nội thất đang được ưa chuộng nhất hiện nay. Cây có khả năng cải thiện chất lượng không khí. Mang lại sự xanh mát và sang trọng cho không gian của bạn, trang trí phòng khách, văn phòng, quán cafe hay shop.Hoặc làm quà tặng dịp khai trương, tân gia…","• Kích thước chậu: 20×20 cm (DxC)
• Chiều cao tổng: 40 – 50 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0166,RADE018,https://mowgarden.com/cay-hanh-phuc-de-ban-mot-than-chau-su-rade018/,Cây hạnh phúc để bàn một thân chậu sứ RADE018,Radermachera Sinica,Cây hạnh phúc,250000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","• Kích thước chậu: 12x12cm (DxC)
• Chiều cao tổng: 30 – 35 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0167,ANTH006,https://mowgarden.com/cay-hong-mon-de-ban-chau-gom-in-tai-loc-anth006/,Cây hồng môn để bàn chậu gốm in “Tài Lộc” ANTH006,Anthurium andreanum,Cây hồng môn,370000,"Cây hồng môn được biết tới là một loại cây cảnh mang lại điều tốt lành, có thể giúp điều hòa khí phong thủy trong nhà, có khả năng thu hút những dòng khí tích cực và làm tiêu bớt dòng khí tiêu cực cho môi trường xung quanh, trồng cây hồng môn trong nhà sẽ giúp không gian sống trở nên hài hòa và bình yên hơn.",Chiều cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
CCNPLT0168,SAZE002,https://mowgarden.com/cay-luoi-ho-xanh-zeylanica-chau-xi-mang-da-mai-saze002/,Cây lưỡi hổ xanh ‘Zeylanica’ chậu xi măng đá mài SAZE002,Sansevieria zeylanica,Lưỡi hổ xanh,350000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.","• Kích thước chậu: 30×30 cm
• Chiều cao tổng: 80 – 90 cm",Rất dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0169,BUBU006,https://mowgarden.com/cay-bang-dai-loan-cam-thach-chau-dat-nung-bubu006/,Cây bàng đài loan cẩm thạch chậu đất nung BUBU006,Bucida buceras Variegated,Bàng Đài Loan cẩm thạch,750000,"Bàng Đài Loan cẩm thạch có lá nhỏ xinh và sắc xanh, viền trắng hồng rất khác biệt và nổi bật, giúp không gian trở nên độc đáo và sang trọng","• Kích thước chậu: 30x32cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng tán xạ / Nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0170,PNIX010,https://mowgarden.com/cay-cau-nga-mi-cao-150-160cm-chau-xi-mang-trang-pnix010/,Cây cau nga mi cao 150-160cm chậu xi măng trắng PNIX010,Phoenix roebelenii,Cây cau nga mi / Chà là cảnh,1850000,"Cau Nga Mi là một loại cây cảnh nội thất có kích thước tương đối lớn, nhưng không quá chiếm diện tích, mang một vẻ đẹp tự nhiên giúp tạo cảm giác thư thái và thoải mái. Với bộ lá xum xuê, xanh mát và dạng rũ giúp tạo cho không gian nội thất thêm phần sang trọng, duyên dáng và vô cùng ấn tượng.","• Kích thước cây: 150 – 160 cm
• Kích thước chậu: 40×40 cm (DxC)
• Chiều cao tổng: 180 ~ 190 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0171,CHRY009,https://mowgarden.com/cay-cau-vang-nhat-ban-co-trung-chau-da-mai-chry009/,Cây cau vàng Nhật Bản cỡ trung chậu đá mài CHRY009,Chrysalidocarpus lutescens Wendl,Cau vàng Nhật Bản,740000,"Cây cau Nhật có tác dụng hút khí độc, làm sạch không khí trong nhà và môi trường xung quanh. Cây hấp thu chất ô nhiễm vào lá và chuyển các độc tố xuống rễ.",Chiều cao ~160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0172,RADE017,https://mowgarden.com/cay-hanh-phuc-mot-than-chau-su-rade017/,Cây hạnh phúc một thân chậu sứ RADE017,Radermachera Sinica,Cây hạnh phúc,990000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","Kích thước chậu: 35x45cm (DxC)
Chiều cao tổng: 110 – 120 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0173,ZAMI028,https://mowgarden.com/cay-kim-tien-de-san-chau-xi-mang-mau-vang-zami028/,Cây kim tiền để sàn chậu xi măng màu vàng ZAMI028,Zamioculcas Zamiifolia,Cây kim tiền / Kim phát tài,800000,"Cây kim tiền có lá hình xương cá màu xanh mướt. Loài này rất dễ sống phát triển mạnh ở những nơi có độ ẩm cao, thường được trồng để trang trí trong phòng khách, làm quà tặng tân gia, khai trương cửa hàng.","• Kích thước chậu: 40×40 cm (DxC)
• Chiều cao tổng: 90 ~ 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0174,CTBC005,https://mowgarden.com/cay-trau-ba-leo-cot-chau-su-trang-ctbc005/,Cây trầu bà leo cột chậu sứ trắng CTBC005,Epipremnum aureum,Trầu bà xanh,1250000,"Cây trầu bà cột chứa đựng ý nghĩa phong thủy rất tốt, mang dáng vẻ thanh lịch và sang trọng. Đồng thời nó còn có tác dụng thanh lọc không khí trong nhà rất tốt, giúp không gian xanh mát và trong lành hơn.","Kích thước chậu: 30×50 cm (DxC)
Chiều cao tổng: 160 – 170 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0175,LICU006,https://mowgarden.com/cay-co-nhat-de-san-chau-xi-mang-trang-licu006/,Cây cọ Nhật để sàn chậu xi măng trắng LICU006,Licuala grandis,Cọ Nhật,450000,"Cây cọ nhật là loại cây trong nhà có kiểu lá xòe rộng như những cánh quạt, giúp trang trí không gian thêm xanh mát. Nó còn là loại cây phong thủy tượng trưng cho sự giàu sang và tiền tài nên rất đáng trồng trên bàn làm việc.","• Kích thước chậu:
• Chiều cao chậu + cây: 130cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0176,RADE016,https://mowgarden.com/cay-hanh-phuc-goc-to-chau-su-trang-rade016/,Cây hạnh phúc gốc to chậu sứ trắng RADE016,Radermachera Sinica,Cây hạnh phúc,650000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","Kích thước chậu: 35x45cm (DxC)
Chiều cao tổng: 110 – 120 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0177,RADE015,https://mowgarden.com/cay-hanh-phuc-dang-bonsai-lon-chau-dat-nung-rade015/,Cây hạnh phúc dáng bonsai lớn chậu đất nung RADE015,Radermachera Sinica,Cây hạnh phúc,850000,"Cây hạnh phúc là dòng cây cảnh đẹp, sức sống khỏe mạnh, dễ chăm sóc. Trên cây có những tán lá xanh tươi, mượt mà thể hiện cho sự hi vọng và niềm tin mạnh mẽ. Với ý nghĩa mang lại may mắn và hạnh phúc nên cây thường được chọn để làm cây trưng trong nhà hoặc làm quà tặng.","Kích thước chậu: 30x25cm (DxC)
Chiều cao tổng: 90 – 110 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0178,NTMX012,https://mowgarden.com/chau-cay-noi-that-mix-luoi-ho-van-loc-trau-ba-ntmi012/,"Chậu cây nội thất mix lưỡi hổ, vạn lộc, trầu bà NTMX012",,Cây lưỡi hổ / vạn lộc / trầu bà,950000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Lưỡi hổ, Vạn lộc, Trầu bà thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc đặt làm quà tặng trong những dịp mừng lễ, thăng chức, khai trương.","• Kích thước chậu: 30×50 cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng tán xạ / Ít nắng,Tưới nước 2 – 3 lần/tuần,,,Gốm sứ,Xám khói,,,
